titulo,ubicacion,distrito,zona,precio,precio_m2,precio_categoria,tipo_inmueble,tipo_operacion,dormitorios,banos,area,tamano_categoria,antiguedad,anio_construccion,mantenimiento,publicador,fecha_publicacion,url
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Isabel B,"Ur. Chacarilla Santa Cruz Zona Santa Isabel B, San Isidro, Lima, Lima ",San Isidro,Centro,1650.0,9.705882352941176,Alto,Apartamento,Alquiler,3,2,170.0,Grande,28.0,1998,S/.900,Corretaje Pelusa,8 feb. 2023 - Publicado por Corretaje Pelusa,https://www.properati.com.pe/detalle/14032-32-e189-d378a83c99d7-a2d802db-a7e1-4650
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,850.0,9.444444444444445,Moderado,Apartamento,Alquiler,2,3,90.0,Mediano,17.0,2009,S/.400,JPR INMUEBLES,19 dic. 2022 - Publicado por JPR INMUEBLES,https://www.properati.com.pe/detalle/14032-32-5573-8c503d6ac96a-2b34ffa4-a685-4a55
Casa de playa en alquiler en Ur. Punta Negra,"Ur. Punta Negra, Punta Negra, Lima, Lima ",Punta Negra,Sur,800.0,6.666666666666667,Moderado,Casa de playa,Alquiler,3,2,120.0,Grande,33.0,1993,,RTA TECHNICONCEPT,12 feb. 2023 - Publicado por RTA TECHNICONCEPT,https://www.properati.com.pe/detalle/14032-32-e704-c9ad113a8900-6d677976-a60e-4667
Apartamento en alquiler en Urb Santa Cruz,"Urb Santa Cruz, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,900.0,8.571428571428571,Moderado,Apartamento,Alquiler,1,2,105.0,Grande,12.0,2014,S/.560,Maria Elena Bedoya,24 ago. 2022 - Publicado por Maria Elena Bedoya,https://www.properati.com.pe/detalle/14032-32-624f-31f2361f6878-a2a57c33-b7d9-49d4
Apartamento en alquiler en Armendáriz,"Armendáriz, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,2500.0,13.88888888888889,Lujo,Apartamento,Alquiler,3,3,180.0,Grande,25.0,2001,S/.760,Marcia Rodriguez,21 nov. 2021 - Publicado por Marcia Rodriguez,https://www.properati.com.pe/detalle/14032-32-c052-3f617002477f-9b39fb89-9735-419f
Apartamento en alquiler en Leuro,"Leuro, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,1550.0,7.75,Alto,Apartamento,Alquiler,5,4,200.0,Muy Grande,,,S/.800,Isotta Lima Space,12 may. 2022 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-3b49-cfb15daad0b6-3af69b61-b9e1-454b
Casa en alquiler en As. Los Zorzales,"As. Los Zorzales, Puente Piedra, Lima, Lima ",Puente Piedra,Norte,781.0,6.508333333333334,Moderado,Casa,Alquiler,5,4,120.0,Grande,13.0,2013,,RE/MAX Principal pe,21 feb. 2023 - Publicado por RE/MAX Principal pe,https://www.properati.com.pe/detalle/14032-32-daed-55e611929e4c-737b75cd-abe5-43d6
Casa de playa en alquiler en Chilca,"Chilca, Huancayo, Junín ",Huancayo,Otro,850.0,425.0,Moderado,Casa de playa,Alquiler,4,2,2.0,Pequeño,5.0,2021,S/.180,RE/MAX POWER EXPO,2 feb. 2023 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-9c1e-82941971b406-d92b5073-be58-43da
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ",San Isidro,Centro,790.0,17.555555555555557,Moderado,Apartamento,Alquiler,1,1,45.0,Pequeño,3.0,2023,,Midori Kishimoto,21 feb. 2023 - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-b95b-1d6f7115c480-16e8b844-9eaf-4289
Apartamento en alquiler en Chacarilla-Santa Cruz,"Chacarilla-Santa Cruz, Urb Santa Isabel, Provincia de Lima, Provincia de Lima ",Urb Santa Isabel,Otro,7500.0,8.522727272727273,Lujo,Apartamento,Alquiler,4,4,880.0,Muy Grande,12.0,2014,"S/.3,200",2g Agentes Inmobiliarios,27 mar. 2022 - Publicado por 2g Agentes Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-ef0a-8457bf39b305-8da1dbb0-8d8d-375b
Casa en alquiler en Cv. C.I.P,"Cv. C.I.P, Cayma, Arequipa, Arequipa ",Cayma,Otro,2500.0,6.25,Lujo,Casa,Alquiler,4,5,400.0,Muy Grande,,,,David Valcárcel Mercado - Nuevo negocio,11 feb. 2023 - Publicado por David Valcárcel Mercado - Nuevo negocio,https://www.properati.com.pe/detalle/14032-32-71b3-2a22209cddbd-28ff3a60-9eae-4c86
Apartamento en alquiler en Ur. El Rosal,"Ur. El Rosal, Miraflores, Lima, Lima ",Miraflores,Centro,1150.0,6.96969696969697,Alto,Apartamento,Alquiler,4,5,165.0,Grande,,,S/.400,Madeleine Beltran,20 feb. 2023 - Publicado por Madeleine Beltran,https://www.properati.com.pe/detalle/14032-32-ec4c-e1f3d0220fd1-d78d5ab5-8826-4b21
Casa en alquiler en Ur. Santa Monica,"Ur. Santa Monica, San Isidro, Lima, Lima ",San Isidro,Centro,5000.0,13.192612137203167,Lujo,Casa,Alquiler,4,5,379.0,Muy Grande,33.0,1993,,Top House Perú Inmobiliaria,17 feb. 2023 - Publicado por Top House Perú Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-b5a5-784e30091bc4-6d6b3761-be85-4176
Apartamento en alquiler en Ur. Prolongacion Benavides,"Ur. Prolongacion Benavides, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,1300.0,11.818181818181818,Alto,Apartamento,Alquiler,3,3,110.0,Grande,5.0,2021,S/.50,CENTURY 21 AVANZA,31 ene. 2023 - Publicado por CENTURY 21 AVANZA,https://www.properati.com.pe/detalle/14032-32-d07a-3ceb6952319d-df8cff09-b332-4834
Apartamento en alquiler en Ur. El Rosal,"Ur. El Rosal, Miraflores, Lima, Lima ",Miraflores,Centro,1150.0,6.96969696969697,Alto,Apartamento,Alquiler,4,5,165.0,Grande,,,S/.400,Madeleine Beltran,16 feb. 2023 - Publicado por Madeleine Beltran,https://www.properati.com.pe/detalle/14032-32-880f-cadbfdf6f736-8f5b0135-916d-41df
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,2000.0,10.0,Lujo,Apartamento,Alquiler,3,3,200.0,Muy Grande,19.0,2007,S/.645,Ceci Cayo & Asociados SAC,9 set. 2022 - Publicado por Ceci Cayo & Asociados SAC,https://www.properati.com.pe/detalle/14032-32-40ce-565106f135ca-9825c73d-ad33-473a
Apartamento en alquiler en As. Las Viñas De San Antonio Etapa I,"As. Las Viñas De San Antonio Etapa I, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,725.0,6.590909090909091,Moderado,Apartamento,Alquiler,3,3,110.0,Grande,8.0,2018,S/.273,RE/MAX PERÚ,6 feb. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-18be-257e599e4be5-22fae440-a3bc-439b
Apartamento en alquiler en Reducto,"Reducto, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",Urb Cercado de Miraflores,Otro,2500.0,4.672897196261682,Lujo,Apartamento,Alquiler,5,5,535.0,Muy Grande,34.0,1992,"S/.2,000",Lien Hub Inmobiliario,25 abr. 2022 - Publicado por Lien Hub Inmobiliario,https://www.properati.com.pe/detalle/14032-32-f00-b9b25b667c69-26d51ca9-b374-4994
Casa en alquiler en Cuzco,"Cuzco, Cuzco ",Cuzco,Otro,3500.0,15.909090909090908,Lujo,Casa,Alquiler,3,3,220.0,Muy Grande,,220 m²,,Full Options SAC,14 set. 2022 - Publicado por Full Options SAC,https://www.properati.com.pe/detalle/14032-32-32da-cda52bd998d6-4d155a0f-be80-39ed
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",Miraflores,Centro,750.0,9.375,Moderado,Apartamento,Alquiler,2,2,80.0,Mediano,3.0,2023,S/.460,AC Gestión Inmobiliaria,14 feb. 2023 - Publicado por AC Gestión Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-9d9f-2fcd8da0514a-e1c9faff-b307-4900
Apartamento en alquiler en Ur. Miramar,"Ur. Miramar, San Miguel, Lima, Lima ",San Miguel,Oeste,750.0,9.036144578313253,Moderado,Apartamento,Alquiler,3,2,83.0,Mediano,7.0,2019,S/.250,Habitar,10 feb. 2023 - Publicado por Habitar,https://www.properati.com.pe/detalle/14032-32-d83-a73504cea72b-1f0e3a25-b307-40ca
Apartamento en alquiler en Ur. San Ignacio,"Ur. San Ignacio, Barranco, Lima, Lima ",Barranco,Sur,750.0,15.0,Moderado,Apartamento,Alquiler,1,1,50.0,Mediano,3.0,2023,S/.200,RE/MAX POWER EXPO,6 feb. 2023 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-1218-7c5e24d59500-6e796f32-99d5-4854
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",Barranco,Sur,500.0,10.638297872340425,Moderado,Apartamento,Alquiler,1,1,47.0,Pequeño,4.0,2022,S/.350,AC Gestión Inmobiliaria,5 feb. 2023 - Publicado por AC Gestión Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-b834-7ba81460b0a6-68b1e781-bd64-4cab
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",Barranco,Sur,550.0,11.458333333333334,Moderado,Apartamento,Alquiler,1,1,48.0,Pequeño,4.0,2022,S/.350,AC Gestión Inmobiliaria,8 feb. 2023 - Publicado por AC Gestión Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-b956-ebb6494af1bd-191cc5c5-9dc7-40df
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,1400.0,12.173913043478262,Alto,Apartamento,Alquiler,2,2,115.0,Grande,9.0,2017,S/.600,Global Ceo Net Inmobiliaria,27 dic. 2022 - Publicado por Global Ceo Net Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-c334-145749678b62-1e08d7f9-bcd6-4d96
Casa en alquiler en Ur. Collique,"Ur. Collique, Comas, Lima, Lima ",Comas,Norte,1000.0,18.51851851851852,Alto,Casa,Alquiler,8,3,54.0,Mediano,33.0,1993,,RE/MAX PRO,16 feb. 2023 - Publicado por RE/MAX PRO,https://www.properati.com.pe/detalle/14032-32-84ab-df5a350c0f4c-d8047e00-ac58-4db3
Casa en alquiler en Los Manzanos,"Los Manzanos, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,18000.0,18000.0,Lujo,Casa,Alquiler,6,4,1.0,Pequeño,20.0,2006,,2g Agentes Inmobiliarios,10 mar. 2022 - Publicado por 2g Agentes Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-97de-b5155ed05b01-e8cedbf3-a4dd-31e8
Apartamento en alquiler en Urb Confraternidad,"Urb Confraternidad, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,1800.0,10.909090909090908,Alto,Apartamento,Alquiler,2,2,165.0,Grande,21.0,2005,S/.778,2g Agentes Inmobiliarios,10 mar. 2022 - Publicado por 2g Agentes Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-3b71-97e0b0dbc454-c315f12b-8a46-34c7
Apartamento en alquiler en Surquillo,"Surquillo, Urb Jose Balta, Provincia de Lima, Provincia de Lima ",Urb Jose Balta,Otro,1400.0,10.0,Alto,Apartamento,Alquiler,3,2,140.0,Grande,27.0,1999,S/.650,2g Agentes Inmobiliarios,22 abr. 2022 - Publicado por 2g Agentes Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-4a4b-8fef0b8b8388-bbf93495-84ed-3835
Apartamento en alquiler en Orrantia del Mar,"Orrantia del Mar, Urb Campo de Polo, Provincia de Lima, Provincia de Lima ",Urb Campo de Polo,Otro,4800.0,11.707317073170731,Lujo,Apartamento,Alquiler,3,3,410.0,Muy Grande,14.0,2012,"S/.1,300",2g Agentes Inmobiliarios,13 jul. 2022 - Publicado por 2g Agentes Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-4556-720d9237a0ef-a3340962-ae52-3e86
Casa en alquiler en Sector 3,"Sector 3, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,8000.0,8.98876404494382,Lujo,Casa,Alquiler,5,3,890.0,Muy Grande,65.0,1961,,2g Agentes Inmobiliarios,18 jul. 2022 - Publicado por 2g Agentes Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-dd23-b83b5b9d111f-4329d4ed-bcb9-3155
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",Miraflores,Centro,800.0,13.793103448275861,Moderado,Apartamento,Alquiler,1,1,58.0,Mediano,26.0,2000,S/.450,Bricks Consultores Inmobiliarios,2 feb. 2023 - Publicado por Bricks Consultores Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-5e27-11fd7c388e5d-127af30f-99c6-4cf5
Apartamento en alquiler en Aurora,"Aurora, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,3700.0,11.212121212121213,Lujo,Apartamento,Alquiler,4,4,330.0,Muy Grande,,,,Isotta Lima Space,13 jun. 2022 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-a9b2-a0ad50c0b380-1022e841-9cd7-48e4
Apartamento en alquiler en Chacarilla-Santa Cruz,"Chacarilla-Santa Cruz, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,1000.0,14.285714285714286,Alto,Apartamento,Alquiler,2,1,70.0,Mediano,,,S/.320,Isotta Lima Space,26 ago. 2021 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-95da-16df08c7b791-2eab4145-bc3a-4a2a
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,990.0,9.0,Moderado,Apartamento,Alquiler,2,2,110.0,Grande,16.0,2010,S/.500,Midori Kishimoto,15 feb. 2023 - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-767c-a214d6e80fe4-1567cfe9-984f-4f9c
Apartamento en alquiler en Surquillo,"Surquillo, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,1400.0,1400.0,Alto,Apartamento,Alquiler,2,2,1.0,Pequeño,10.0,2016,,Ida Rubini Vargas,29 ago. 2022 - Publicado por Ida Rubini Vargas,https://www.properati.com.pe/detalle/14032-32-4bfa-7013ba39edd7-dd6b6478-bb38-3cbb
Apartamento en alquiler en Orrantia del Mar,"Orrantia del Mar, Urb Campo de Polo, Provincia de Lima, Provincia de Lima ",Urb Campo de Polo,Otro,5000.0,9.398496240601503,Lujo,Apartamento,Alquiler,4,4,532.0,Muy Grande,13.0,2013,"S/.1,470",2g Agentes Inmobiliarios,4 abr. 2022 - Publicado por 2g Agentes Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-33d9-3f71c63b0549-4eb9a452-9e39-3521
Apartamento en alquiler en Ur. Orrantia Del Mar,"Ur. Orrantia Del Mar, San Isidro, Lima, Lima ",San Isidro,Centro,1100.0,8.461538461538462,Alto,Apartamento,Alquiler,3,2,130.0,Grande,8.0,2018,S/.450,Midori Kishimoto,15 feb. 2023 - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-f0a7-f14e347a6b6a-efbff344-ad72-41a7
Apartamento en alquiler en Miraflores,"Miraflores, Lima, Lima ",Lima,Otro,1200.0,8.571428571428571,Alto,Apartamento,Alquiler,2,3,140.0,Grande,11.0,2015,S/.550,INMOBILIARIA IMMONEO,2 feb. 2023 - Publicado por INMOBILIARIA IMMONEO,https://www.properati.com.pe/detalle/14032-32-e07d-2ab1bf407f8f-6ec5878c-a759-4517
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,550.0,11.0,Moderado,Apartamento,Alquiler,1,1,50.0,Mediano,28.0,1998,S/.220,SEYFARTH PROPIEDADES,10 ene. 2023 - Publicado por SEYFARTH PROPIEDADES,https://www.properati.com.pe/detalle/14032-32-3bd8-96d63fb96430-4d4fff13-a681-4ef5
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,4000.0,12.903225806451612,Lujo,Apartamento,Alquiler,3,2,310.0,Muy Grande,11.0,2015,S/.800,KLAROST GROUP,10 feb. 2023 - Publicado por KLAROST GROUP,https://www.properati.com.pe/detalle/14032-32-cf1-913f75cd2bda-1be72353-b9cc-41e2
Apartamento en alquiler en Urb Residencial Valle Hermoso,"Urb Residencial Valle Hermoso, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,950.0,8.636363636363637,Moderado,Apartamento,Alquiler,3,4,110.0,Grande,7.0,2019,,MAS CASA INMOBILIARIA,13 may. 2022 - Publicado por MAS CASA INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-9e37-da7472df6eb9-b1f840db-a3cd-4d52
Apartamento en alquiler en Ur. Santa Rosa,"Ur. Santa Rosa, San Isidro, Lima, Lima ",San Isidro,Centro,2600.0,10.655737704918034,Lujo,Apartamento,Alquiler,3,4,244.0,Muy Grande,14.0,2012,S/.960,Rocío Mazzetti,13 feb. 2023 - Publicado por Rocío Mazzetti,https://www.properati.com.pe/detalle/14032-32-8038-8db6ab952c33-a858f17c-a07a-4b36
Apartamento en alquiler en Ur. Orrantia Del Mar,"Ur. Orrantia Del Mar, San Isidro, Lima, Lima ",San Isidro,Centro,1000.0,7.142857142857143,Alto,Apartamento,Alquiler,2,2,140.0,Grande,,,S/.400,Fiorella Saldarriaga,4 dic. 2022 - Publicado por Fiorella Saldarriaga,https://www.properati.com.pe/detalle/14032-32-586c-962f3028c518-cb67887a-998d-4641
Apartamento en alquiler en Ur. El Cortijo Etapa I,"Ur. El Cortijo Etapa I, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,1150.0,7.931034482758621,Alto,Apartamento,Alquiler,3,3,145.0,Grande,23.0,2003,S/.150,RE/MAX Principal pe,9 feb. 2023 - Publicado por RE/MAX Principal pe,https://www.properati.com.pe/detalle/14032-32-2a12-919ff3f1a334-b6ecd00c-a9b1-4c4a
Apartamento en alquiler en Sector 3,"Sector 3, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,550.0,11.0,Moderado,Apartamento,Alquiler,1,1,50.0,Mediano,29.0,1997,S/.350,Green State,30 set. 2022 - Publicado por Green State,https://www.properati.com.pe/detalle/14032-32-5009-89be9cb2209b-3fe53006-b20c-4807
Casa en alquiler en Arequipa,"Arequipa, Arequipa, Arequipa ",Arequipa,Otro,2500.0,5.208333333333333,Lujo,Casa,Alquiler,7,3,480.0,Muy Grande,,,,David Valcárcel Mercado - Nuevo negocio,8 feb. 2023 - Publicado por David Valcárcel Mercado - Nuevo negocio,https://www.properati.com.pe/detalle/14032-32-80b1-a72b75b73954-7cf677c9-886d-4b0a
Apartamento en alquiler en Urb las Lomas de Monterrico,"Urb las Lomas de Monterrico, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,950.0,5.654761904761905,Moderado,Apartamento,Alquiler,3,3,168.0,Grande,10.0,2016,S/.470,CARLA EMPERATRIZ NEIRA SILVA,4 ago. 2022 - Publicado por CARLA EMPERATRIZ NEIRA SILVA,https://www.properati.com.pe/detalle/14032-32-6e66-71a4ad924980-2c63f5f3-97d7-49d0
Casa en alquiler en Bellavista,"Bellavista, Callao, Callao ",Callao,Oeste,1300.0,6.5,Alto,Casa,Alquiler,4,2,200.0,Muy Grande,48.0,1978,S/.1,AP ASOCIADOS  INMOBILIARIA,7 feb. 2023 - Publicado por AP ASOCIADOS  INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-f12e-8479e8826f22-ea075fce-8eba-4c61
Apartamento en alquiler en La Molina,"La Molina, Lima, Lima ",Lima,Otro,1200.0,8.571428571428571,Alto,Apartamento,Alquiler,3,2,140.0,Grande,,,,Infinito Novantanove E.I.R.L,24 dic. 2022 - Publicado por Infinito Novantanove E.I.R.L,https://www.properati.com.pe/detalle/14032-32-837e-47b80445ae29-69139c5-8db3-40a5
Casa en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,1800.0,7.826086956521739,Alto,Casa,Alquiler,3,2,230.0,Muy Grande,25.0,2001,,Jaquelina Gonzáles,23 ene. 2023 - Publicado por Jaquelina Gonzáles,https://www.properati.com.pe/detalle/14032-32-49a2-c32420c17a80-df3d227c-b8ed-42ec
Casa en alquiler en Catacaos,"Catacaos, Piura, Piura ",Piura,Otro,260.0,2.1666666666666665,Económico,Casa,Alquiler,2,1,120.0,Grande,,,,REMAX FAMILY,2 feb. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-bec4-d84f2707c08f-3b1d2884-b3a7-4932
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",Miraflores,Centro,2600.0,8.30670926517572,Lujo,Apartamento,Alquiler,4,5,313.0,Muy Grande,16.0,2010,"S/.1,460",RE/MAX Expo,2 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-c8f0-b351c9b5dcdb-11b4ddbd-945e-4fbe
Casa en alquiler en Ur. Las Magnolias,"Ur. Las Magnolias, San Borja, Lima, Lima ",San Borja,Otro,2500.0,6.009615384615385,Lujo,Casa,Alquiler,9,7,416.0,Muy Grande,,,,Century 21 CTR,10 dic. 2022 - Publicado por Century 21 CTR,https://www.properati.com.pe/detalle/14032-32-6af0-e506e174bb10-d1c7a548-b416-39f6
Casa en alquiler en Piura,"Piura, Piura, Piura ",Piura,Otro,2200.0,4.4,Lujo,Casa,Alquiler,5,8,500.0,Muy Grande,,,,REMAX FAMILY,30 ene. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-5825-aefe31b30e1d-fde3af21-9031-4257
Apartamento en alquiler en San Miguel de Miraflores,"San Miguel de Miraflores, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",Urb Cercado de Miraflores,Otro,1700.0,7.083333333333333,Alto,Apartamento,Alquiler,3,4,240.0,Muy Grande,14.0,2012,S/.700,Luis Cano-Alva Vidal,2 jul. 2022 - Publicado por Luis Cano-Alva Vidal,https://www.properati.com.pe/detalle/14032-32-a27b-41823ed29199-8f1a2553-97c8-4c99
Apartamento en alquiler en Piura,"Piura, Piura, Piura ",Piura,Otro,312.0,6.117647058823529,Económico,Apartamento,Alquiler,2,1,51.0,Mediano,,,,REMAX FAMILY,3 feb. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-6157-3341c8e9f7b6-11f906a9-8168-4ae2
Apartamento en alquiler en Ur. Corpac,"Ur. Corpac, San Isidro, Lima, Lima ",San Isidro,Centro,1400.0,7.82122905027933,Alto,Apartamento,Alquiler,2,2,179.0,Grande,,,,Century 21 Ambassador,27 ene. 2023 - Publicado por Century 21 Ambassador,https://www.properati.com.pe/detalle/14032-32-87fc-3ace2e82e289-cbeef671-bc0b-3672
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",Miraflores,Centro,850.0,7.7272727272727275,Moderado,Apartamento,Alquiler,3,3,110.0,Grande,16.0,2010,S/.300,INMOGA S.A.C,28 dic. 2022 - Publicado por INMOGA S.A.C,https://www.properati.com.pe/detalle/14032-32-63a0-a84513f30005-a82056c6-bd92-4b2c
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,2000.0,10.0,Lujo,Apartamento,Alquiler,3,3,200.0,Muy Grande,33.0,1993,S/.645,Bienes Raices Marisol,28 oct. 2022 - Publicado por Bienes Raices Marisol,https://www.properati.com.pe/detalle/14032-32-be05-5833134dab6f-28ae16e7-bbcb-4e8f
Apartamento en alquiler en Country Club,"Country Club, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,1350.0,10.384615384615385,Alto,Apartamento,Alquiler,2,2,130.0,Grande,,,,Isotta Lima Space,25 ago. 2022 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-8ee3-bba1de16b826-fe33ba3-899c-4bce
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,650.0,9.285714285714286,Moderado,Apartamento,Alquiler,2,2,70.0,Mediano,5.0,2021,S/.200,Carmen Rosa Ugarte Gervassi,12 jul. 2022 - Publicado por Carmen Rosa Ugarte Gervassi,https://www.properati.com.pe/detalle/14032-32-3b8d-7fa23aa21fea-b31a4094-a919-4348
Apartamento en alquiler en A.h la Planicie,"A.h la Planicie, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,2500.0,23.58490566037736,Lujo,Apartamento,Alquiler,3,3,106.0,Grande,15.0,2011,S/.400,Ana Márquez,20 may. 2022 - Publicado por Ana Márquez,https://www.properati.com.pe/detalle/14032-32-c1e2-f48dbc1bf604-e28d211-b899-48fa
Casa de playa en alquiler en Los Órganos,"Los Órganos, Talara, Piura ",Talara,Otro,392.0,2.925373134328358,Económico,Casa de playa,Alquiler,3,4,134.0,Grande,,134 m²,,REMAX FAMILY,30 ene. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-9a76-676429caac86-f7da7573-b5ba-46ca
Casa en alquiler en Miraflores,"Miraflores, Miraflores, Arequipa, Arequipa ",Miraflores,Centro,1639.0,6.025735294117647,Alto,Casa,Alquiler,8,4,272.0,Muy Grande,43.0,1983,,IMPERIAL INN MIRAFLORES S.A.C.,18 ene. 2023 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-ad0f-5578fe85719e-f9c8b6b6-9b19-4fc2
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",Miraflores,Centro,1000.0,8.333333333333334,Alto,Apartamento,Alquiler,6,2,120.0,Grande,66.0,1960,,RE/MAX Uno,29 ene. 2023 - Publicado por RE/MAX Uno,https://www.properati.com.pe/detalle/14032-32-5b61-6b5643cd1f61-cdc74c03-af8d-4b81
Casa en alquiler en Ur. Los Bungalows,"Ur. Los Bungalows, San Bartolo, Lima, Lima ",San Bartolo,Sur,2000.0,5.555555555555555,Lujo,Casa,Alquiler,4,3,360.0,Muy Grande,19.0,2007,,Vania Rodríguez Bustamante,16 dic. 2022 - Publicado por Vania Rodríguez Bustamante,https://www.properati.com.pe/detalle/14032-32-57da-39aaf6640713-ae27c9a5-b1a5-41cd
Apartamento en alquiler en Surquillo,"Surquillo, Urb Jose Balta, Provincia de Lima, Provincia de Lima ",Urb Jose Balta,Otro,1536.0,8.533333333333333,Alto,Apartamento,Alquiler,4,4,180.0,Grande,19.0,2007,S/.450,IMPERIAL INN MIRAFLORES S.A.C.,7 nov. 2022 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-e86d-d567db948f39-5844f515-8e8d-420d
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,2500.0,25.0,Lujo,Apartamento,Alquiler,3,3,100.0,Grande,8.0,2018,S/.1,IMPERIAL INN MIRAFLORES S.A.C.,23 dic. 2022 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-dfda-e3c586049dfd-25a011bd-83ee-484a
